,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
20,-0.42160152529362294,-0.42159228900592294,-0.42158150230882296,-0.42154589913200774,-0.4214936694355333,-0.42143375545565803,-0.42135853249560373,-0.4213188858891888,-0.4212828201847346,-0.42113684258092693,-0.4212127074204819,-0.4213615634734489,-0.4216155419582603,-0.4218753886694554,-0.42215503756069184,-0.4224190588507692,-0.42268201938376854,-0.4229680457170356,-0.4232346916770136,-0.42341856305616915,-0.42359503965465783,-0.4237527445866194,-0.42387271968057666,-0.42395876915027764,-0.42404850871588473,-0.4241288645918751,-0.42422717567202717,-0.42432267763645665,-0.42438821576978186,-0.4244522994910507,-0.4245024559173552,-0.42451572293492723,-0.4245493210033917,-0.4245660640260194,-0.4245409829771796
21,-0.42112222580844677,-0.42111616707531385,-0.4210854403104764,-0.4210383291718474,-0.4209836819402497,-0.42091356961156867,-0.4208790042356661,-0.42084802974890007,-0.4207068254544276,-0.4207883317015224,-0.4209427264506485,-0.4212026392912663,-0.42146842556417197,-0.4217541889777188,-0.4220244256221364,-0.42229340930213666,-0.4225857290331533,-0.42285868943250027,-0.4230486505248235,-0.42323120639620565,-0.4233947618925537,-0.4235203132028605,-0.42361104376048997,-0.42370575091155027,-0.4237903663581674,-0.4238932612093658,-0.423993160697619,-0.42406233957135636,-0.4241297666045821,-0.4241828619314411,-0.42419864720055184,-0.42423467291294265,-0.42425350916686166,-0.4242297129391514,-0.4242727680356706
22,-0.4206450810162609,-0.4206190221994496,-0.4205767443448486,-0.4205271914753223,-0.4204623033794595,-0.42043292452121755,-0.42040703504189497,-0.4202706536008983,-0.42035746701800464,-0.42051768462559186,-0.4207834049251229,-0.42105515018239786,-0.4213469148715864,-0.42162323758664705,-0.4218984453126076,-0.42219686240631243,-0.4224760778204909,-0.42267214047652824,-0.4228607764548778,-0.423030369196074,-0.42316167412164074,-0.4232578906728101,-0.42335729741373923,-0.4234468590351382,-0.42355407374626036,-0.42365855621916354,-0.42373204925248986,-0.4238031178787479,-0.42385951915707787,-0.42387813559754994,-0.4239167445747634,-0.4239379599776449,-0.42391612971910175,-0.42396067592247144,-0.42400477168824596
23,-0.42014686811483654,-0.4201092157770111,-0.4200644727281034,-0.42000463702242996,-0.41998055623407754,-0.4199598561022414,-0.41982829403852195,-0.4199204572923552,-0.42008616174503555,-0.4203579700166588,-0.42063554706296113,-0.4209333316462755,-0.42121562745660884,-0.4214969298619254,-0.4218016442659477,-0.42208691905125895,-0.4222890257518316,-0.4224837535998077,-0.4226593846164848,-0.42279663033858295,-0.4228985105093197,-0.42300342034064004,-0.42309766052679604,-0.42320988034547297,-0.4233186821547991,-0.42339667486167465,-0.4234720574962335,-0.42353206263772586,-0.42355387686266,-0.42359538151934356,-0.4236191315200653,-0.42359955280831646,-0.42364627014778405,-0.4236918581698638,-0.4236884660481779
24,-0.41963596646580265,-0.4195958258979951,-0.4195407590277827,-0.41952180336773204,-0.4195064031323667,-0.4193797672000935,-0.4194772699034149,-0.4196485013434597,-0.4199260587199992,-0.4202097473546241,-0.4205134239552895,-0.420801711618741,-0.42108899562372265,-0.4213998772352091,-0.4216914114951101,-0.42189936862205013,-0.4221001308056485,-0.4222818120575671,-0.42242500025849156,-0.4225327316285124,-0.4226433215519174,-0.42274304266147317,-0.4228599998859554,-0.42297380529237466,-0.42305603469485287,-0.4231359164945695,-0.42320019703792583,-0.42322550675146287,-0.4232702728691506,-0.42329686956079754,-0.4232796977461568,-0.42332887119373636,-0.4233766305109173,-0.42337458305728365,-0.4234060424911856
25,-0.41912147366178487,-0.4190709689579308,-0.41905685424323513,-0.41904658088394553,-0.4189249841638023,-0.41902792552311724,-0.4192046710797853,-0.4194880143406886,-0.419777475589569,-0.42008732294072826,-0.4203814748504489,-0.42067475896806944,-0.42099169395801234,-0.42128935797607764,-0.42150336735662236,-0.42170997040536146,-0.42189764463772783,-0.4220467879418536,-0.4221603727575315,-0.4222768298490501,-0.4223822085651469,-0.4225047039307175,-0.4226232454820674,-0.42271039523312814,-0.4227945135104639,-0.4228632544293967,-0.4228927304734642,-0.4229410550405385,-0.42297086362953507,-0.4229564105686715,-0.42300819498175934,-0.42305841018356904,-0.4230583853603902,-0.42309129387590594,-0.42311588927077676
26,-0.4185954891618188,-0.4185860078344303,-0.41858057751440453,-0.4184638506110342,-0.41857233576082814,-0.41875469181165653,-0.4190438047029294,-0.41933907486087757,-0.4196547534470301,-0.41995504828663394,-0.42025420479187925,-0.42057721079163435,-0.420880891104237,-0.4211008251222651,-0.42131347056652396,-0.42150694475600853,-0.42166198667437993,-0.4217814381337899,-0.421903764271752,-0.42201498749256444,-0.42214319676486567,-0.42226727402257663,-0.42235907741036083,-0.4224481147195902,-0.42252105380516825,-0.4225548812700209,-0.4226074337486833,-0.4226407508402299,-0.4226293812700033,-0.42268408776336597,-0.4227369134910085,-0.4227391955981595,-0.4227742300497606,-0.4228002513397979,-0.4228453508722221
27,-0.4181094861873395,-0.4181086914182953,-0.41799655449857126,-0.41811040686183165,-0.4182984755609411,-0.4185934507739575,-0.41889451314614096,-0.4192160583917931,-0.41952215710911456,-0.41982746422311035,-0.4201564127248166,-0.4204661272222967,-0.420691874471326,-0.4209104348019126,-0.4211099104707965,-0.42127065893201765,-0.42139592123189035,-0.4215241292290009,-0.42164119880326695,-0.4217753080580502,-0.42190509635371803,-0.42200235223033533,-0.4220960421348451,-0.4221738610215411,-0.42221177853715264,-0.42226874332024317,-0.42230623744190915,-0.4222982477597292,-0.4223562399041979,-0.42241198690003706,-0.4224167305243556,-0.4224541746967434,-0.42248229767926904,-0.4225288837447078,-0.4398784183121732
28,-0.41763114434349236,-0.41752339351062234,-0.4176423266612128,-0.4178359290108359,-0.41813686481906664,-0.4184438115143014,-0.41877120587929983,-0.41908314404588576,-0.41939426276899744,-0.41972943088018233,-0.4200450514235681,-0.42027663172166196,-0.4205009956055785,-0.4207063456658274,-0.42087300264607613,-0.4210038846146085,-0.4211379183785672,-0.4212608470817793,-0.4214008574625681,-0.4215365425584625,-0.4216394264212796,-0.4217385664663626,-0.42182099921970634,-0.42186368776995836,-0.4219248035251702,-0.4219666589070163,-0.42196271689574444,-0.4220242899502283,-0.42208332114749264,-0.4220908368598764,-0.4221308449729281,-0.422161353045071,-0.4222101004040233,-0.4396141573061686,-0.4398784183121732
29,-0.4170445890294656,-0.4171683924123358,-0.41736723990191826,-0.4176739537798756,-0.4179868824565635,-0.4183202170624968,-0.4186379773381152,-0.418954942974656,-0.41929599101501036,-0.41961779482459916,-0.41985508214496786,-0.42008526927028206,-0.42029638277266135,-0.4204688221320217,-0.42060552606977897,-0.42074519436742397,-0.4208739261732918,-0.42101984972363315,-0.42116143258074706,-0.4212701305273437,-0.42137489572525816,-0.42146273880274254,-0.42150993338569853,-0.42157587952340597,-0.4216218354002751,-0.4216221254572839,-0.4216879452463676,-0.42175055541522577,-0.42176120577966836,-0.421804087826091,-0.42183713500659803,-0.42188832660547476,-0.4393476105356762,-0.4396141573061686,-0.4398784183121732
30,-0.4166888252757334,-0.4168927051529665,-0.41720490534119076,-0.4175236331543736,-0.4178630046191796,-0.41818667822951255,-0.41850947321328463,-0.4188564355338949,-0.4191840834674078,-0.41942735684742793,-0.4196632412478592,-0.41988013805715646,-0.4200582497486861,-0.42020065040030563,-0.4203461548442787,-0.42048049881092975,-0.4206322788579917,-0.42077977132586125,-0.4208942848178731,-0.42100486091488315,-0.4210982891232168,-0.4211507854401805,-0.4212212969162695,-0.4212720317277914,-0.42127629405931666,-0.4213465436171134,-0.42141339753476525,-0.4214274772160833,-0.4214735948223574,-0.4215094907447144,-0.4215632803038361,-0.4390780408322792,-0.4393476105356762,-0.4396141573061686,-0.4398784183121732
31,-0.41641254575231024,-0.41673001622434397,-0.4170542512407799,-0.4173994759288798,-0.41772915959947743,-0.41805787481613765,-0.4184107329114846,-0.41874425959656886,-0.41899318235679184,-0.4192350426340284,-0.41945759716425124,-0.41964140173061787,-0.4197893898829076,-0.41994060508470216,-0.42008076250104354,-0.4202382076776292,-0.42039155298145353,-0.42051189437676845,-0.4206282826285963,-0.4207274816646445,-0.42078545480311563,-0.42086132543733706,-0.42091657474093047,-0.4209254871043916,-0.4209999060375722,-0.42107118637501956,-0.42108935957498667,-0.42113900656418835,-0.42117811222743035,-0.4212348088973021,-0.4388051418873012,-0.4390780408322792,-0.4393476105356762,-0.4396141573061686,-0.4398784183121732
32,-0.416249507316044,-0.41657903325387485,-0.4169298185818962,-0.4172653290415647,-0.41760006085706963,-0.4179589045463018,-0.41829829180225786,-0.4185529006446597,-0.4188004004470564,-0.4190288911784452,-0.4192182639474925,-0.41937186071678395,-0.4195286772857891,-0.41967452300284364,-0.41983783355858834,-0.4199968404380686,-0.42012295358236884,-0.4202451661281434,-0.4203501373591889,-0.42041377350107145,-0.42049517736407055,-0.42055573383307926,-0.42056903286957725,-0.4206482965875001,-0.4207237432709392,-0.42074619295796434,-0.42080003197026383,-0.42084264074565636,-0.4209026047286002,-0.43852874741582454,-0.4388051418873012,-0.4390780408322792,-0.4393476105356762,-0.4396141573061686,-0.4398784183121732
33,-0.41609819998605835,-0.4164543289649747,-0.416795374099884,-0.4171359391360693,-0.4175008636616166,-0.4178462015595988,-0.4181064804982828,-0.41835965638287953,-0.4185937476438157,-0.4187889674707529,-0.41894804902534555,-0.41911048761246017,-0.4192619124319517,-0.4194309627027829,-0.41959583094193853,-0.41972752541287467,-0.41985550598173643,-0.41996626165455964,-0.42003556284938964,-0.420122685226933,-0.4201887227679045,-0.42020720036026776,-0.42029104468434225,-0.4203713319797503,-0.4203977991246766,-0.42045601224280515,-0.4205027857449224,-0.42056630973054987,-0.43824852616842913,-0.43852874741582454,-0.4388051418873012,-0.4390780408322792,-0.4393476105356762,-0.4396141573061686,-0.4398784183121732
34,-0.4159732277926208,-0.4163195909976573,-0.41666569715269486,-0.4170365182160379,-0.41738790226200984,-0.41765394352345836,-0.41791277942776617,-0.41815250796080056,-0.41835324045642625,-0.41851808586529377,-0.41868602243417274,-0.41884304691821456,-0.4190177271512576,-0.41918833113599213,-0.4193258069696766,-0.41945936525485567,-0.4195758493175093,-0.4196508285060995,-0.41974367069681545,-0.4198153746078465,-0.41983920503517674,-0.4199284190231493,-0.42001328305834545,-0.42004444145168024,-0.42010676952068815,-0.42015788955820826,-0.42022563383991507,-0.4379640796634133,-0.43824852616842913,-0.43852874741582454,-0.4388051418873012,-0.4390780408322792,-0.4393476105356762,-0.4396141573061686,-0.4398784183121732
35,-0.4158382003652285,-0.41618963097244344,-0.41656605567489147,-0.4169233020487294,-0.4171952034038571,-0.41745979131947414,-0.417705141329005,-0.4179114239610431,-0.41808170008356726,-0.41825541279333345,-0.41841791308284776,-0.41859824300175413,-0.41877447298698184,-0.41891760538778355,-0.4190569409046714,-0.41917896350478234,-0.41925956546249793,-0.41935813962690205,-0.41943551139916063,-0.41946488056347575,-0.41955963641845123,-0.41964986489168454,-0.41968545184071304,-0.4197525668405769,-0.4198077747139843,-0.41987992044399325,-0.43767508690950035,-0.4379640796634133,-0.43824852616842913,-0.43852874741582454,-0.4388051418873012,-0.4390780408322792,-0.4393476105356762,-0.4396141573061686,-0.4398784183121732
36,-0.41570796114448133,-0.41608977198248126,-0.41645258834610105,-0.41673016858685025,-0.4170006060347865,-0.4172516696276423,-0.4174634874324945,-0.41763923234841366,-0.41781838820685546,-0.41798664195363117,-0.4181724971059368,-0.4183543725606663,-0.4185030525510531,-0.41864804055616245,-0.4187758010227452,-0.4188618369785463,-0.41896608721684275,-0.4190491392010617,-0.41908404941953054,-0.4191845310247255,-0.4192802956490091,-0.419321098310747,-0.419392737304997,-0.4194527038997192,-0.41952899243451186,-0.4373808249142731,-0.43767508690950035,-0.4379640796634133,-0.43824852616842913,-0.43852874741582454,-0.4388051418873012,-0.4390780408322792,-0.4393476105356762,-0.4396141573061686,-0.4398784183121732
37,-0.4156078876255984,-0.41597605696041906,-0.416259026432282,-0.41653513233224315,-0.4167920071476975,-0.417009452914623,-0.41719065238804726,-0.41737528896647,-0.41754896373300576,-0.4177406204781969,-0.41792801693828,-0.41808226448955776,-0.41823279601064717,-0.41836617000871373,-0.418457839690056,-0.41856757682237383,-0.4186562534331644,-0.41869671789753815,-0.41880292565877036,-0.4189044099697069,-0.4189506006299367,-0.4190275486061365,-0.41909201145159103,-0.41917311217335057,-0.4370810936988259,-0.4373808249142731,-0.43767508690950035,-0.4379640796634133,-0.43824852616842913,-0.43852874741582454,-0.4388051418873012,-0.4390780408322792,-0.4393476105356762,-0.4396141573061686,-0.4398784183121732
38,-0.41549392830744464,-0.41578207251101884,-0.4160635575045337,-0.416326062981268,-0.41654923506408875,-0.41673598243218185,-0.41692608507221957,-0.41710521832744557,-0.41730234394847837,-0.4174955371208767,-0.41765522854068404,-0.41781132326266496,-0.417950202177699,-0.41804738231378197,-0.4181628049210494,-0.41825691755231736,-0.4183028816679878,-0.41841482680273806,-0.4185220310127296,-0.4185737940099908,-0.4186562219397906,-0.41872596472606,-0.4188116151469427,-0.4367761761240943,-0.4370810936988259,-0.4373808249142731,-0.43767508690950035,-0.4379640796634133,-0.43824852616842913,-0.43852874741582454,-0.4388051418873012,-0.4390780408322792,-0.4393476105356762,-0.4396141573061686,-0.4398784183121732
